director_id,director,year,category
219416,ISMAIL NECMI,2009,Most Promising Director
219418,CRAIG J. NEVIUS,2009,Primetime Emmy
219419,DOMINIQUE AUVRAY,1990,Silver Osella
219420,RICHARD DE ROCHEMONT,1950,Oscar
219421,CHRISTOPH MÜLLER,2005,Artur Brauner Award
219428,CLAIRE BURGER,2014,Grand Prix
219454,GEORGIE HENLEY,2006,Critics Choice Award
219466,DAVID BRODIE,2009,Primetime Emmy
219467,FLO NORDHOFF,1968,Film Award in Silver
219468,BAPTISTE ROGRON,2010,Award for Best Graduation Film
219469,RAÚL ARÉVALO,2007,'Caja de Madrid' Award
219504,SIMON CAMPBELL-JONES,1979,BAFTA TV Award
219506,JOSHUA L. PEARSON,2016,Eddie
219508,IAN BLACK,1995,CableACE
219509,KENNY MCBAIN,1984,BAFTA TV Award
219510,JEREMY TURNER,2017,Primetime Emmy
219513,SALLY SUSSMAN MORINA,2016,Golden Eye
219527,CARRIE BROWNSTEIN,2016,Primetime Emmy
219540,VLADIMIR DE FONTENAY,2014,Golden Firebird Award
219545,GARY BURGHOFF,1979,Primetime Emmy
219553,SARA EUSTÁQUIO,2016,Award of Merit Special Mention
219641,CESARE ZAVATTINI,1957,Oscar
219652,MARIE NOËLLE,2017,Bavarian Film Award
219657,TIINA LYMI,2009,Jussi
219666,PAUL GREGORY,1956,Primetime Emmy
219667,WILLIAM SAROKIN,2011,Oscar
219674,AMY HUBBARD,2012,Primetime Emmy
219680,MICHAEL SCHLESINGER,2007,Rondo Statuette
219681,RAMON FERNANDEZ,1995,ADIRCAE Award
219683,JOHN W. DOYLE,2007,Gemini
219685,ARJAN VAN MEERTEN,2015,The Mr Zee Award
219686,LUIGI MANGINI,1977,Golden Gryphon
219687,TARAN KILLAM,2014,Gold Derby Award
219691,LEW GIFFORD,1981,Daytime Emmy
219692,GERALDO SANTOS PEREIRA,1977,Golden Kikito
219694,BIREN NAG,1963,Filmfare Award
219695,NIOBE THOMPSON,2012,AMPIA Award
219701,PETER MURPHY,2016,Audience Award
219703,AMANDA DAWN CHRISTIE,2016,Prix la Vague
219706,JASON FLEMYNG,2009,Critics Choice Award
219710,JEAN MANZON,1969,Palme d'Or - Best Short Film
219712,THOMAS MEYER-HERMANN,1995,Best Animation Film
219716,KUAN-HSIUNG WANG,1980,Golden Horse Award
219717,ROBIN NEINSTEIN,2003,Banff Rockie Award
219724,ALEX BURUNOVA,2015,Evolutionary Award
219737,ALEXANDER BERNER,2013,Saturn Award
219752,MAXWELL MCCABE-LOKOS,2014,ACTRA Toronto Award
219755,SJOERD DE BONT,2017,Jury Prize
219758,JORIS VAN DEN BERG,2017,FilmOut Festival Award
219759,DEREK NGUYEN,2012,Jury Prize
219760,BRIAN STIRNER,1999,Crystal Star
219764,BERNHARD MARSCH,2013,Jury Award (German Competition)
219765,ASHER GRODMAN,2016,Best Live Action Short Film - Honorable Mention
219770,TOMOHIKO ITOU,2013,Notable Entry
219771,MARIEM PÉREZ RIERA,2008,Golden India Catalina
219778,NINO MARTÍNEZ SOSA,2008,CEC Award
219779,LAURIE SIMMONS,2010,Gotham Independent Film Award
219780,RANA KAZKAZ,2017,Best Short Film Award
219783,DAVID KOCH,2007,Silver Logie
219787,MATT WU ZHONG-TIAN,2010,Golden Bell Award
219792,OLIVIA NEERGAARD-HOLM,2016,Grierson Award
219794,KAMLA ABU ZEKRY,2011,Grand Prize
219799,SABINE KRAYENBÜHL,2005,Eddie
219802,BRENDAN SEXTON III,2012,BSFC Award
219805,VICKI SUGARS,2007,Short Film Competition Prize
219806,FRANCES ANDERSON,2003,Grand Jury Prize
219807,SCOTT PICKETT,2003,AFI Award
219808,HANNAH MARKS,2016,Festival Prize
219811,IAN FENTON,2007,BAFTA Children's Award
219812,ALLAN GUSTAFSSON,2003,Audience Award
219813,VICTOR CRUZ,2004,Silver Condor
219817,PAUL J. FRANKLIN,2015,Oscar
219851,JENNIFER VALDES,2017,Jury Award
219857,SIMÃO CAYATTE,2011,Cinefondation Award
219883,TUYEN QUANG NGUYEN,2015,Golden Zenith
219884,KIM TAE-IL,2012,Mecenat Award - Special Mention
219886,CHRISTOPHE LIOUD,2006,Camie
219890,JON GOLDMAN,2010,Special Jury Award
219903,ROS HORIN,2016,Most Popular Documentary
219906,JOSÉ MARÍA BLANCO,2012,Gaudí Award
219907,EMMA DE SWAEF,2012,Grand Jury Prize
219921,NIKO PUERINGER,2017,Streamy Award
219925,ERIK BOCCIO,2017,Best Horror Short Film
219928,JUSTIN DENTON,2017,Best Short
219929,BLAINE BAGGETT,1997,Primetime Emmy
219934,DENNIS OVEREEM,2016,Festival Prize
219946,MARIO HANDLER,2003,Golden FIPA
219949,FRED PARNES,2008,Independent Spirit Award
219950,GRÉGORY MONRO,2013,Jury Prize
219951,ANDREW BERNSTEIN,2017,Primetime Emmy
219953,NICOLE MITCHELL,2012,Annie
219955,DHANUSH,2014,Popular Award
219981,JON EAST,2008,BAFTA Children's Award
219984,IGNACIO RETES,1998,Silver Ariel
219990,GERARD MONACO,2014,Jury Award
219991,NICHOLAS BROOKS,1999,Oscar
219994,FLEMMING QUIST MØLLER,2015,Crystal Bear
220001,SOPHIE REINE,2017,César
220004,KARIM BOUKERCHA,2015,Venice Horizons Award
220005,GIOVANNI FUMU,2016,Venice Horizons Award
220006,JEAN-PATRICK BENES,2012,Golden FIPA
220007,MAURIZIO BRAUCCI,2008,Silver Hugo
220023,CHIARA CASELLI,2008,Actor's Mission Award
220037,POOJA GURUNG,2017,Short Film Grand Jury Prize
220039,LUCA FERRI,2013,Prize of the City of Torino
220040,JILL JARESS,2007,Honorable Mention
220041,ISABEL MULÁ,1988,Goya
220042,GABRIEL IGLESIAS,2012,ALMA Award
220043,CHRISTOS VAKALOPOULOS,1992,Greek Competition Award
220044,DAOLIN SUN,2005,Lifetime Achievement Award
220046,RHETT MCLAUGHLIN,2014,IAWTV Award
220052,POL PONSARNAU,2016,Arri Media Förderpreis Schnitt
220057,BENJAMIN DOHRMANN,2010,Jury Award
220059,MARK GARY,2015,AIFFA Award
220064,VICTOR DRYERE,2012,Best of Fest
220080,KAL WEBER,2016,Crystal Bear
220083,JOSEPH PAPP,1982,Primetime Emmy
220085,ANTHONY MARAS,2012,AACTA Award
220099,MARK ATIENZA,2009,Audience Award
220101,JAI,2014,Filmfare Award - Tamil Film Industry
220103,ROBERT GWISDEK,2015,BuSho Award
220109,STEIN WINGE,2011,Golden Screen
220111,JIM LUJAN,2017,Grand Jury Prize
220114,JASON NOTO,2012,Short Film Award
220126,GEORGE WATTERS,2002,Career Achievement Award
220127,JEWEL SHEPARD,2017,FANtastic Award
220128,PETER BALAKOFF,1984,AFAA Award
220129,CLARA ARANOVICH,2011,Bronze Horse
220131,LORENA MUÑOZ,2017,Silver Condor
220144,CHRISTINA KALLAS,2017,The Exberliner Film Award
220148,NANCY DEREN,2016,Excellence in Production Design Award
220153,MITCHELL BLOCK,2011,Oscar
220159,ROBERT HEGYES,1995,CableACE
220160,EDDIE SCHMIDT,2005,Oscar
220162,STEFAN WEINERT,2013,Golden Eye
220163,SEBASTIÁN ROTSTEIN,2016,Best Argentinean Film
220165,RON NAJOR,2001,First Place
220166,DENNIS EMPALMADO,2006,Festival Prize
220167,GUSTAVO RONDÓN CÓRDOVA,2013,Screenplay Creation Fonds
220175,CATHERINE KLEIN,1996,Prize of the City of Torino
220176,LEANDRA LEAL,2009,ACIE Award
220217,CRISTIANE OLIVEIRA,2017,Crystal Bear
220222,CAMILA PITANGA,2013,ACIE Award
220239,SÉRGIO OLIVEIRA,2012,Cinema Brazil Grand Prize
220247,SEAN SZELES,2015,Primetime Emmy
220253,ANDRES SALAFF,2016,Primetime Emmy
220255,DAVID OYELOWO,2016,Golden Globe
220308,PAUL DANO,2016,Golden Globe
220363,GABE SWARR,2013,Primetime Emmy
220370,LYDIA ZIMMERMANN,2003,Silver Ariel
220374,MIRA GITTNER,2001,Best Actress
220375,CIARAN DONNELLY,2015,IFTA Award
220382,CHAD KROWCHUK,2015,BTVA Video Game Voice Acting Award
220385,MICHAEL OSTROWSKI,2011,Austrian Film Award
220390,LEE DONG-EUN,2016,New Currents Award
220391,ISELA VEGA,2016,Silver Ariel
220399,DENISE DI NOVI,1996,Annie
220404,FAN DAN,2011,Award of Excellence
220406,JESSE HOLLAND,2016,Best American Independent Feature Film
220412,MARIO BRENTA,1994,Palme d'Or
220418,DANNY ROGERS,2013,Award of Excellence
220419,JEAN JEAN,1995,César
220424,RICHARD L. ANDERSON,1997,Oscar
220438,ANNE SUNDBERG,2011,EDA Award
220468,CATHERINE TAMBINI,2004,Best of Show
220474,LISA BRÜHLMANN,2014,Jury Award
220479,CHRIS TEAGUE,2017,Jury Award
220481,AARON MCCANN,2016,ADG Award
220487,HALLVARD HOLMEN,2015,Amanda
220488,ALESSANDRO MAGANIA,2012,Best Documentary
220489,KEVIN BAGGOTT,2016,Award of Excellence
220491,VIOREL SERGOVICI,2012,Gopos Award
220493,ADAM ESTEY,2014,Golden Sheaf Award
220494,VICTORIA NEGRI,2017,Blue Glass Award
220498,LEV LEWIS,2017,Best Feature Film - Avant-Garde and Genre
220499,HUGO STUVEN CASASNOVAS,2016,Jury Award
220503,PAUL VAN CARTER,2016,Best Documentary
220508,ZAC PAGE,2013,Grand Jury Award
220509,XENIA YVON LESNIEWSKI,2013,Golden Berlin Bear
220513,BLAKE MAWSON,2016,Festival Prize
220520,TIM HYTEN,2016,Audience Award
220522,JORDAN PEELE,2016,Primetime Emmy
220539,AARON RUELL,2005,Teen Choice Award
220540,BRIAN SHOAF,2017,Jury Award
220541,GIACOMO PORETTI,1998,David
220545,MICHAEL D. BLACK,2014,Best Editing
220546,SABYN MAYFIELD,2014,Audience Award
220548,DAMIAN WALSHE-HOWLING,2008,AFI Award
220553,MARINA STAVENHAGEN,2002,Silver Ariel
220555,MEHMET ERYILMAZ,2015,Carmel Award
220559,CINDY CHUPACK,2012,Primetime Emmy
220579,CHRISTOPHER FETCHKO,2016,World Cinema Directing Award
220589,YOSHIYUKI SADAMOTO,2013,Best Character Design
220592,AARON FRONK,2010,Maverick Movie Award
220594,FRITZ MARQUARDT,1980,Jury Prize
220595,MICHAEL WONG,1996,Golden Horse Award
220597,DONALD WILDER,1973,Etrog
220598,SUZANA DE MORAES,1994,Special Jury Award
220600,MICHAEL RÖSEL,2003,First Steps Award
220601,THIAGO LUCIANO,2011,Audience Award
220602,PHILIP WIDMANN,2014,DIALOGUE en Perspective
220606,THE CHAU NGO,2002,Golden Tadpole
220611,HANK LEVINE,2007,ACIE Award
220616,BENJAMIN DUFFIELD,2014,Canadian Screen Award
220619,KEENAN SMART,2007,Emmy
220630,MARKUS MISCHKOWSKI,2014,Prize of the NRW Competition
220631,JACQUES TOULEMONDE VIDAL,2017,Silver Ariel
220638,AUSTIN BUNN,2016,Jury Award
220639,JOSÉ JUAN MUNGUÍA,1987,Silver Ariel
220640,DONATELLO DUBINI,1991,Bavarian Film Award
220643,KEVIN MCCAREY,1997,Primetime Emmy
220651,FEDERICA PONTREMOLI,2004,Cortolazio - Winner
220664,CÉSAR MENEGHETTI,2004,eMovie/Digital Stories Award
220673,GIOVANNI DAVIDE MADERNA,2000,Silver Ribbon
220677,RYAN FRANCIS,1994,Young Artist Award
220681,PANKAJ JOHAR,2016,Greg Gund Memorial Standing Up Award
220683,CLIVE TULLOH,2007,BAFTA TV Award
220685,LINDA WOOLVERTON,2014,BAFTA Children's Award
220689,NILS TAYLOR,2017,Award of Excellence
220691,JANUS VICTORIA,2010,Balanghai Trophy
220697,JOHANNES PERSSON,2013,Audience Award
220699,WARREN CROYLE,2017,Festival Award
220702,JANICE COOKE,2006,Image Award
220703,RICK SCHMIDLIN,1999,Special Citation
220707,TOM MCDONOUGH,1980,Daytime Emmy
220708,QUINN SHEPHARD,2015,Rising Star Award
220713,AVAN JOGIA,2014,Teen Choice Award
220715,ANTON JUAN,2016,Pylon Award
220716,FRANÇOIS BEL,1976,Palme d'Or
220719,RUNE SPAANS,2013,Amanda
220722,FELIX ANDREW,2017,Primetime Emmy
220724,LOUISIANA KREUTZ,2017,Festival Prize
220726,NICOLÁS VIDELA,2014,Best Film
220730,MARK PIERSON,1988,Stinker Award
220731,ALI KAZIMI,2016,Gold Hugo
220738,JEFF LIU,2015,Primetime Emmy
220740,EDGAR MICHAEL BRAVO,2002,Screenplay Winner
220741,RICHARD SOLOMON,2002,Stanley Kramer Award
220742,IVA GOCHEVA,2014,Jury Prize
220743,JEAN SEBERG,1965,Golden Globe
220745,GABRIEL DIANI,2007,B-Movie Award
220755,MIGUEL DEL ARCO,1997,Award of the Spanish Actors Union
220758,RAKIM MAYERS,2014,Grammy
220763,KRYSTYNA JANDA,1990,Best Actress
220775,ARKADIUSZ JAKUBIK,2015,Grand OFF Award
220781,CHISHO ITO,1988,Festival Prize
220782,TOM LARGE,2012,Festival Prize
220784,JUAN VICENTE ARAYA,2000,Altazor Award
220785,LUKMAN SARDI,2015,AIFFA Award
220786,BERNIE BRILLSTEIN,2002,Primetime Emmy
220803,MOON MOLSON,2014,Grand Jury Prize
220945,LIZ PATRICK,2017,Daytime Emmy
220956,SHIN ADACHI,2016,Award of the Japanese Academy
220957,JORGE LUKE,1981,Silver Ariel
220960,TONI BASIL,1988,Primetime Emmy
220964,GIANMARCO TOGNAZZI,1991,Plate
220972,CHRISTIAN COOKE,2016,Jury Prize
220973,GEOFFREY HAINES-STILES,1981,Primetime Emmy
220974,RAINER FRIMMEL,2011,Austrian Film Award
220998,WALDIR ONOFRE,1976,Golden Kikito
220999,OMAR GUZMÁN,2003,Silver Ariel
221001,JARRET BLINKHORN,2017,GenreBlast Film Festival Award
221002,CHEN CHEN,2016,Leo
221003,SHINJI KUMA,1998,Pink Film Award
221004,ÓSCAR PÉREZ,2013,Gaudí Award
221005,PREM PRAKASH,2016,Kerala State Film Award
221006,JUDY GREER,2012,Annie
221017,BEN SCHWARTZ,2017,Primetime Emmy
221022,MICHAEL BRYNNTRUP,1999,Best Short Film - Honorable Mention
221023,SCOTT POILEY,2015,Creative World Award
221024,ROB RENZETTI,2010,Primetime Emmy
221033,PI WARE,2014,Primetime Emmy
221039,HAKARU SUNAMOTO,2007,Award of the Japanese Academy
221040,JEAN-ROBERT THOMANN,2013,Youth Award
221042,PETER LATASTER,2017,Audience Award
221046,SEAN GRAY,2016,Primetime Emmy
221067,MUIRIS CROWLEY,2016,IFTA Award
221069,JAMES JONES,2012,Honorary Award
221115,LEE WILKOF,2016,Special Recognition
221116,GIORGIO BRUNO,2015,Official Fantàstic Competition
221117,DAVID BLUM,1992,Daytime Emmy
221118,DAVID GRUSCHKA,2014,Audience Award
221119,ADAM PFLEGHAAR,2016,Best Solution
221125,NOËL WELLS,2017,Grand Jury Prize
221130,MARÍA EUGENIA SUEIRO,2016,Award of the Argentinean Academy
221134,JOSEF HADER,2013,Adolf Grimme Award
221150,ANGUS MACFADYEN,2016,The Michael Powell Award for Best British Feature Film
221154,ANNA LAJOLO,1991,Prize of the City of Torino
221155,SADIE KATZ,2017,Best Documentary
221157,PATRICK MORRIS,2008,Emmy
221158,CIARAN CREAGH,2016,Grand Newcomer Award Mannheim-Heidelberg
221161,JERRY SEINFELD,1998,Golden Globe
221211,FREDERIC ULLMAN JR.,1948,Oscar
221214,JUSTIN RICE,2001,Best Documentary Short Film
221216,SANDRA ADAIR,2015,Oscar
221246,MARTIN PETIT,2012,Genie
221248,MARILYN WATELET,1997,SCAM Award
221249,SONGZI XU,1987,Hundred Flowers Award
221250,JULE RONSTEDT,2009,Bavarian TV Award
221252,PAVO MARINKOVIĆ,2006,Prize of the Ecumenical Jury
221255,BRIAN DONOVAN,2016,Juror's Choice
221257,ANDREW KEENAN-BOLGER,2016,Iris Prize
221260,ELLIOT LUCAS,2005,Best Actor
221262,ESTHER ANDERSON,2012,Silver Logie
221266,GASPARD KUENTZ,2009,Sound & Vision Award
221269,GREGG TURKINGTON,2015,BTVA Television Voice Acting Award
221270,MARIE-HÉLÈNE PANISSET,2017,Award of Merit
221271,ADRIAN & DANIELLE RUBI-DENTZEL,2009,Saturn Award
221277,MACON BLAIR,2015,CinEuphoria
221280,REGINA ZIEGLER,1999,Honorary Award
221291,CALVIN SKAGGS,1989,Independent Spirit Award
221296,SENEDY QUE,2008,Festival Prize
221306,NAP JAMIR,2009,Festival Prize
221318,JOAQUI VALDES,2010,Festival Prize
221319,FRANCIS NG,2001,Golden Bauhinia
221334,MATHEW TANG,2005,Grand Prix
221336,JULES KATANYAG,2016,Special Jury Prize
221338,MÉRYL FORTUNAT-ROSSI,2011,SACD Prize
221358,MARTÍN HODARA,2008,Silver Condor
221359,TENG MANGANSAKAN,2016,Festival Prize
221375,GUIDO GUERRASIO,1970,Silver Ribbon
221376,YAKOV POSELSKY,1934,Mussolini Cup
221377,DAVID BORENSTEIN,2017,Knight Documentary Achievement Award
221380,SEIICHI TANABE,2002,Hochi Film Award
221383,MATTHEW CURRIE HOLMES,2006,Leo
221386,MIKE DOUGLAS,1973,Primetime Emmy
221394,BARNABY METSCHURAT,2003,Bavarian Film Award
221397,ZOE LISTER-JONES,2017,Jury Award
221400,MATT WEINGLASS,2017,Best Foreign Film
221403,GINA ABATEMARCO,2009,Berlin Today Award - Honorable Mention
221404,MILI BEN HAYL,2016,Jury Award
221406,JASON WARD,2006,Razzie Award
221407,FRANK LOTITO,2016,Jury Award
221417,TOM SMITH,1983,Oscar
221421,JAMIE JONES,2015,Actor
221422,GERALDINE GERAGHTY,2009,Welsh Dragon Award
221423,BEN BROWDER,2006,Saturn Award
221429,DAVID PANTALEÓN,2012,IBAFF Award
221431,JIM PARSONS,2014,Golden Globe
221504,MIKE P. NELSON,2007,B-Movie Award
221508,SEBASTIAN MARKA,2011,Best Short Film
221514,NIKOLAJ PEYK,2014,Robert
221515,"LUCIANO MANUZZI	",1982,David
221517,INÊS DE MEDEIROS,1999,Grand Prize of the City of Portimão
221526,CARLOS EBERT,2011,ABC Trophy
221532,CHRISTY CARLSON ROMANO,2005,Daytime Emmy
221539,ANDREA FRIGERIO,2016,Award of the Argentinean Academy
221540,MARC WILKINS,2000,Best Short
221548,SELIM AZZAZI,2017,Oscar
221559,LAURA MULVEY,1984,Gold Hugo
221561,MAC SMITH,2012,Grand Jury Award
221570,CAROLINA RIVERA,1997,Silver Ariel
221571,CHRISTIAN BERKEL,2010,Bambi
221575,HENRIK MOLTKE,2016,Grand Jury Prize
221577,RAZVAN MARCULESCU,2009,Un Certain Regard Award
221580,TREVOR MOORE,2009,EDA Female Focus Award
221581,LEA GLOB,2016,Cinema Brazil Grand Prize
221594,AMY SHERMAN-PALLADINO,1992,Primetime Emmy
221603,ANTONELLO NOVELLINO,2013,Premio Mejor Ficción
221605,LAUREN COHAN,2016,BloodGuts UK Horror Award
221608,DOUG COX,1991,Daytime Emmy
221610,UZI GEFFENBLAD,2007,The Annecy Cristal
221615,YURIY BYKOV,2013,Anonimul Trophy
221648,JOHN WOODS,2014,Outstanding Achievement Award
221651,SHAWN WELLING,2015,Audience Award
221699,GARY GRIFFIN,2005,Cinematography Award
221700,LAURE DE CLERMONT-TONNERRE,2015,Special Jury Award
221707,JÚLIO CALASSO,1975,APCA Trophy
221708,THOMAS TORJUSSEN,2007,Amanda
221711,ULRICH THOMSEN,2016,Bodil
221739,GARY ENTIN,2013,Futurewave Youth Jury Award
221741,BRUNO GAROTTI,2006,New Talent Award
221742,CALUM RHYS,2016,Festival Award
221746,PATRICK VEALE,1998,BAFTA Film Award
221747,KIRK D'AMICO,1988,Primetime Emmy
221748,LUKE OSTERMILLER,2017,Denver Open Screen Night Award
221750,GEORG STEFAN TROLLER,1969,Adolf Grimme Award in Gold
221756,KIM HIORTHØY,2017,Amanda
221759,MOTONORI SAKAKIBARA,2006,The Annecy Cristal
221760,KATE O'CALLAGHAN,2017,F:ACT Award
221766,STEPHEN ROSE,2008,Special Jury Prize
221767,ADAM PITMAN,2008,STIFFY
221769,KIRK KELLEY,2003,Gold Hugo
221771,DANIEL REZENDE,2004,Oscar
221803,CHARLES BERLING,2001,César
221810,DAVID CHIRCHIRILLO,2014,Fright Meter Award
221812,ANTTI PEIPPO,1972,Jussi
221815,MARIE MANDY,2003,Audience Award
221816,OSCAR BOYSON,2016,John Cassavetes Award
221819,KEN DUKEN,2008,Adolf Grimme Award
221835,RITA CRUCHINHO,2017,CinEuphoria
221837,DEBBIE GELLER,1999,BAFTA TV Award
221838,CHRISTINE CYNN,2013,Asia Pacific Screen Award
221843,J. MICHAEL HOOSER,2008,Primetime Emmy
221855,MARCUS SHAKESHEFF,2015,Actor
221860,MAX BAKER,2015,Audience Award
221861,JUSTIN BALDONI,2015,Imagen Award
221863,SALLY WAINWRIGHT,2017,BAFTA TV Award
221880,FRANK DIETZ,2016,Festival Award
221889,HERMANN JOHA,2000,Adolf Grimme Award
221892,TANA SCHÉMBORI,2015,Silver Condor
221905,IMRE GYÖNGYÖSSY,1988,Gold Hugo
221909,JUSTIN ROILAND,2016,BTVA People's Choice Voice Acting Award
221912,DÉSIRÉE NOSBUSCH,1981,Bravo Otto Germany
221914,WILLEM BOSCH,2015,Jury Award
221916,ANTONELLA PONZIANI,1993,David
221922,HOON RYOO,2010,Youth Jury Award
221926,PHILIP EARNSHAW,2015,Canadian Screen Award
221940,MAHESH NARAYANAN,2015,Asianet Film Award
221941,OLIVER ZAHLE,2017,Robert
221943,SCOTT AUKERMAN,2015,Primetime Emmy
221953,DAN HARMON,2009,Primetime Emmy
221961,RYAN LANDELS,2003,Audience Award
221962,ILJA RICHTER,1975,Bravo Otto Germany
221964,LOUIS CLICHY,2016,Audience Award
221965,SHELAGH O'BRIEN,2004,Canadian Comedy Award
221970,PHILIP WANG,2017,Streamy Award
221972,RICHARD DUNLAP,1985,Daytime Emmy
221977,SHARON LEWIS,2009,Gold Hugo
221980,RYAN HIGA,2016,Streamy Award
221984,YURIY KUTSENKO,2009,MTV Movie Award
221990,CHARLES M. SCHULZ,1990,Primetime Emmy
222002,HITOMI KUROKI,1998,Award of the Japanese Academy
222006,KERRY SHAWCROSS,2014,IAWTV Award
222008,OTTAVIO FABBRI,1993,Golden Kikito
222009,JAIME FERNÁNDEZ,2013,Gaudí Award
222018,RICHARD SIGNY,1999,BAFTA TV Award
222019,MARTY SCHOUSBOE,2014,Audience Choice Award
222020,CHRISTOPHE BOURDON,2015,Prize La Trois
222024,ROBERT RALSTON,2011,Special Award
222027,BÉNÉDICTE BRUNET,1994,Prize of the City of Torino
222028,ANTHONY DANIELS,2015,ACCA
222029,SHANKER RAMAN,2008,Asian Film Award
222032,JASON MEWES,2001,Golden Schmoes
222034,JOE MURRAY,2008,Primetime Emmy
222040,LEE MILLER,2006,BAFTA Scotland Award
222052,RICHARD HUNT,1981,Primetime Emmy
222064,ARNAUD SIMON,2004,Grand Prix
222066,ROBERT DILLON,2001,Independent Spirit Award
222068,LEE KUNG-LOK,2007,Emile Guimet Award - Special Mention
222070,HELEEN VAN ROYEN,2017,Audience Award
222072,GYÖRGY PÁLOS,2001,Cinema Prize - Feature Film
222075,ANTONIO SANTINI,2014,Jury Documentary Award
222089,CRAIG DAVID WALLACE,2013,Banff Rockie Award
222101,VINCENT ASSMANN,2016,Editing Award
222105,CASEY TIBBS,1989,Golden Boot
222106,ALE MCHADDO,2003,Cinema Brazil Grand Prize
222108,MARY SWEENEY,2002,BAFTA Film Award
222114,ASHLEY SABIN,2013,Spotlight Award
222127,BEATE THALBERG,2002,Romy
222128,AUSTIN PETERS,2017,Knight Documentary Achievement Award
222129,MARGARET CHO,2012,Primetime Emmy
222136,АЛЕКСАНДРА РАХМИЛЕВИЧ,2015,Jury Award
222137,FERAS FAYYAD,2017,Greg Gund Memorial Standing Up Award
222156,CATHERINE BAINBRIDGE,2017,Audience Award
222168,FRANK AMANN,2003,Certificate of Excellence
222169,EMMANUEL CAVALCANTI,1989,Candango Trophy
222170,JORGE SEMPRÚN,1970,Oscar
222176,KAN LUME,2008,Lotus
222181,KIARASH ANVARI,2017,FIPRESCI Prize
222185,CHRIS SWEENEY,2014,Best Short
222187,LIAM KYLE SULLIVAN,2008,People's Choice Award
222188,DAVE MULLINS,2017,Golden Gate Award
222190,ROBERT HATCH,2009,Award of Merit
222191,MARKO DORINGER,2008,Best Central and Eastern European Documentary
222193,MEL MENDOZA-DEL ROSARIO,2016,FAMAS Award
222206,RICHIE SHERMAN,2009,Award of Excellence
222207,TJ TRINIDAD,2013,Balanghai Trophy
222212,CHERYL NICHOLS,2017,Jury Award
222214,CAROLE ROUSSOPOULOS,2000,Audience Award
222216,BILL WATTERSON,2017,Audience Award
222225,MARCO VISALBERGHI,2014,European Film Award
222226,JOSH HELMAN,2017,Certificate of Excellence
222229,ARMAND PERRENET,1987,Golden Calf
222230,SARAH CONNOR,2014,German Television Award
222231,BONNIE WRIGHT,2012,Empire Award
222232,DAVID NICOLAS,2017,Short Film Grand Jury Prize
222233,DON ASHLEY,2000,Feature Film Winner
222234,DENNIS QUAID,2011,Golden Globe
222270,NATHALIE ALONSO CASALE,1993,European Jury Award
222280,BILL DAVIS,1976,Primetime Emmy
222286,JUDITH ABITBOL,2016,Libraries Award - Mention
222288,REINIER VAN BRUMMELEN,2017,Life Tales Award
222291,ALBERTO G. RODRIGUEZ,2006,Genre Award
222293,MATHIEU HIPPEAU,2013,Press Award - Special Mention
222294,NICOLAS NEUHOLD,2014,Award of Excellence
222295,TEREZA NVOTOVÁ,2017,Audience Award
222298,MICHAEL O'HALLORAN,2014,Primetime Emmy
222301,HUBERT NIOGRET,1989,ACE
222302,ZACHARY BENNETT,1990,Daytime Emmy
222307,MATT DEARBORN,2002,BAFTA Children's Award
222312,ANTHONY DONCQUE,2016,Grand Prize Award
222320,NANCY STERN,2010,Primetime Emmy
222321,EVA HASSMANN,2006,Outstanding Short
222322,WOODY HARRELSON,2010,Oscar
222411,TERESA MACINNES,2013,Best Canadian Documentary
222412,WILL SEATLE BOWES,2013,Award of Excellence
222415,NICOLÁS RINCON GILLE,2016,Short Film Award
222422,STEPHEN HARRISON,2014,Best Sound
222423,GREG TRAVIS,2014,Action on Film Award
222426,SALOMÉ RICHARD,2017,Jury Prize
222427,STÉPHANIE ANNE WEBER BIRON,2011,Genie
222429,ROBERT PRALGO,2013,Best Feature
222430,ANTHONY TARSITANO,2008,Jury Prize
222434,SERGIO SCHMUCLER,2001,Silver Ariel
222435,THADD TURNER,2007,Bronze Wrangler
222437,JEAN-FRANÇOIS RIVARD,2004,Best Screenplay
222443,KATIE BOLAND,2014,Canadian Screen Award
222454,MATTHEW HANNAM,2015,Canadian Cinema Editors Award
222470,ABIGAIL WINTER,2017,Jury Prize
222472,JACQUES GAMBLIN,2002,Silver Berlin Bear
222477,JONATHAN DANIEL BROWN,2017,Jury Prize
222481,HSU CHIEN HSIN,2014,Cinema Brazil Grand Prize
222490,VERNON LAWRENCE,1999,Primetime Emmy
222493,MICHAEL MCDOWELL,1990,Saturn Award
222496,WANG BAOQIANG,2011,Asia Pacific Screen Award
222509,OLGA KONSKAYA,2010,Amanda
222513,WILFRIED MINKS,1982,International Fantasy Film Award
222515,KRISTEN STEWART,2010,Rising Star Award
222602,PETER HAYNES,1978,AMPIA Award
222605,CHRIS PARSONS,2016,Award of Recognition
222610,TAMAZ MELIAVA,1964,Palme d'Or
222611,ALEKSANDR DULERAYN,2017,Accolade Global Film Competiton
222629,PHILIPP SCHOLZ,2014,Jury Award
222632,ETIENNE COMAR,2017,Golden Berlin Bear
222639,ODEYA RUSH,2014,Teen Choice Award
222642,ISAAK SHMARUK,1954,Grand Prize of the Festival
222643,LAURENCE KEANE,1983,Genie
222644,LYNN-MAREE DANZEY,2013,ADG Award
